"N";"Category";"Category Type";"Type";"Description";"Type";"Identifier";"LDEL";"Fields";"Label";"RDEL";"GEDCOM";"Shorten";"Attribute";"Privacy";"Optional";"Hint";"Tooltip"
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
;;;;;;;;"[TYPE]";"Item Type";".";"P";;;;;;
;;;;;;;;"[PUBLICATION TITLE]";;".";"P";;"Italics";;;;
;;;;;;;;"[PUBLICATION FORMAT]";;".";"P";;;;;;
;;;;;;;;"[PUBLICATION PLACE]";;":";"P";;;;;;
;;;;;;;;"[PUBLISHER]";;",";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
107;"Local & State Records: Property & Probates";"Image Copies";"CD/DVD";;"F";"ESM492";;"[JURISDICTION]";"Jurisdiction/Agency";",";;;;;;;
;;;;;;;;"[VOLUME]";;",";;;"Quoted";;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;";";;;;;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[PUBLICATION TITLE]";;",";;;"Italics";;;;
;;;;;;;;"[PUBLICATION FORMAT]";;;;;;;;;
;;;;;;;"(";"[PUBLICATION PLACE]";;":";;;;;;;
;;;;;;;;"[PUBLISHER]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";").";;;;;;;
107;"Local & State Records: Property & Probates";"Image Copies";"CD/DVD";;"S";"ESM492";;"[JURISDICTION]";"Jurisdiction/Agency";",";;;;;;;
;;;;;;;;"[VOLUME]";;",";;;"Quoted";;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
108;"Local & State Records: Property & Probates";"Image Copies";"Microfilm";;"L";"ESM493";;"[JURISDICTION]";;".";"T";"REV.";;;;;
;;;;;;;;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[ORIGINAL REPOSITORY]";"Original Record Repository";",";"P";;;;;;
;;;;;;;;"[ORIGINAL REPOSITORY LOCATION]";;".";"P";;;;;;
;;;;;;;;"[FILM ID]";;".";"P";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
108;"Local & State Records: Property & Probates";"Image Copies";"Microfilm";;"F";"ESM493";;"[JURISDICTION]";;",";;;;;;;
;;;;;;;;"[VOLUME]";;",";;;"Quoted";;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;",";;;;;;;
;;;;;;;;"[DATE]";"Record Date(s)";";";;;;;;;
;;;;;;;;"[FILM ID]";;".";;;;;;;
108;"Local & State Records: Property & Probates";"Image Copies";"Microfilm";;"S";"ESM493";;"[JURISDICTION]";;",";;;;;;;
;;;;;;;;"[VOLUME]";;",";;;"Quoted";;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
109;"Local & State Records: Property & Probates";"Image Copies";"Online";;"L";"ESM494";;"[JURISDICTION]";;",";"T";"REV.";;;;;
;;;;;;;;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
;;;;;;;;"[TYPE]";"Item Type";".";"P";;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)] ";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
109;"Local & State Records: Property & Probates";"Image Copies";"Online";;"F";"ESM494";;"[JURISDICTION]";;",";;;;;;;
;;;;;;;;"[VOLUME]";;":";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;",";;;"Quoted";;;;
;;;;;;;;"[DATE]";"Record Date(s)";";";;;;;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;").";;;;;;;
109;"Local & State Records: Property & Probates";"Image Copies";"Online";;"S";"ESM494";;"[JURISDICTION]";;",";;;;;;;
;;;;;;;;"[VOLUME]";;":";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;",";;;"Quoted";;;;
;;;;;;;;"[DATE]";"Record Date(s)";".";;;;;;;
110;"Local & State Records: Property & Probates";"Derivatives";"Abstracts";"online";"L";"ESM495";;"[AUTHOR]";"Creator of Database";".";"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";".";"T";;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";"T";;;;"Optional";;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;",";"P";;;;"Optional";;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
110;"Local & State Records: Property & Probates";"Derivatives";"Abstracts";"online";"F";"ESM495";;"[AUTHOR]";"Creator of Database";",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;",";;;;;;;
;;;;;;;;"[DATE]";"Record Date(s)";";";;;;;;;
;;;;;;;;"[CREDIT LINE]";;".";;;;;;;
110;"Local & State Records: Property & Probates";"Derivatives";"Abstracts";"online";"S";"ESM495";;"[AUTHOR]";"Creator of Database";",";;"S";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[WEBSITE]";;",";;;"Italics";;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
111;"Local & State Records: Property & Probates";"Derivatives";"Database";"online";"L";"ESM496";;"[TITLE]";"Database Title";".";"T";;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";"T";;;;"Optional";;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
111;"Local & State Records: Property & Probates";"Derivatives";"Database";"online";"F";"ESM496";;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;";";;;;;;;
;;;;;;;;"[CREDIT LINE]";;".";;;;;;;
111;"Local & State Records: Property & Probates";"Derivatives";"Database";"online";"S";"ESM496";;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[WEBSITE]";;",";;;"Italics";;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
112;"National Government Records";"Original Materials (U.S.)";"Audio recordings";"National Archives";"L";"ESM539";;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";"T";;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";".";"T";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
112;"National Government Records";"Original Materials (U.S.)";"Audio recordings";"National Archives";"F";"ESM539";;"[FILE UNIT]";;",";;;;;;;
;;;;;;;;"[DATE]";;",";;;;;;;
;;;;;;;;"[TIMESTAMP]";"Timestamp in Audio";",";;;;;;;
;;;;;;;;"[FILE NO.]";"File Unit Number";";";;;;;;;
;;;;;;;;"[SERIES]";;";";;;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";";";;;;;;;
;;;;;;;;"[REPOSITORY]";;",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
112;"National Government Records";"Original Materials (U.S.)";"Audio recordings";"National Archives";"S";"ESM539";;"[FILE UNIT]";;",";;;;;;;
;;;;;;;;"[DATE]";;",";;;;;;;
;;;;;;;;"[TIMESTAMP]";"Timestamp in Audio";",";;;;;;;
;;;;;;;;"[FILE NO.]";"File Unit Number";",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";",";;;;;;;
;;;;;;;;"[REPOSITORY]";;".";;;;;;;
113;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"Library of Congress";"L";"ESM540";;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[COLLECTION]";;".";"T";;;;;;
;;;;;;;;"[DIVISION]";;",";"T";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
113;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"Library of Congress";"F";"ESM540";;"[ID]";"Document Identification";",";;;;;;;
;;;;;;;;"[DATE]";;";";;;;;;;
;;;;;;;;"[SERIES]";;";";;;;;;;
;;;;;;;;"[COLLECTION]";;";";;;;;;;
;;;;;;;;"[DIVISION]";;",";;;;;;;
;;;;;;;;"[REPOSITORY]";;",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
113;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"Library of Congress";"S";"ESM540";;"[ID]";"Document Identification";",";;;;;;;
;;;;;;;;"[DATE]";;",";;;;;;;
;;;;;;;;"[SERIES]";;",";;;;;;;
;;;;;;;;"[COLLECTION]";;",";;;;;;;
;;;;;;;;"[REPOSITORY]";;".";;;;;;;
114;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"National Archives";"L";"ESM541";;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[SECTION]";"Subgroup";".";"T";;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";"T";;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";".";"T";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
114;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"National Archives";"F";"ESM541";;"[ID]";"Document Identification";",";;;;;;;
;;;;;;;;"[DATE]";;";";;;;;;;
;;;;;;;;"[FILE UNIT]";;",";;;;;;;
;;;;;;;;"[FILE NO.]";"File Unit Number";",";;;;;;;
;;;;;;;;"[SUBSERIES]";;",";;;;;;;
;;;;;;;;"[SERIES]";;";";;;;;;;
;;;;;;;;"[SECTION]";"Subgroup";";";;;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";";";;;;;;;
;;;;;;;;"[REPOSITORY]";;",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
114;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"National Archives";"S";"ESM541";;"[ID]";"Document Identification";",";;;;;;;
;;;;;;;;"[FILE NO.]";"File Unit Number";",";;;;;;;
;;;;;;;;"[SERIES]";;",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";",";;;;;;;
;;;;;;;;"[REPOSITORY]";;".";;;;;;;
115;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"National Archives-Regional";"L";"ESM542";;"[SECTION]";"Subgroup";".";"T";;;;;;
;;;;;;;;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";".";"T";;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";".";"T";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
115;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"National Archives-Regional";"F";"ESM542";;"[ID]";"Document Identification";",";;;;;;;
;;;;;;;;"[DATE]";;";";;;;;;;
;;;;;;;;"[FILE UNIT]";;",";;;;;;;
;;;;;;;;"[FILE NO.]";"File Unit Number";";";;;;;;;
;;;;;;;;"[SERIES]";;",";;;;;;;
;;;;;;;;"[SECTION]";"Subgroup";";";;;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";";";;;;;;;
;;;;;;;;"[REPOSITORY]";;",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
115;"National Government Records";"Original Materials (U.S.)";"Manuscripts";"National Archives-Regional";"S";"ESM542";;"[ID]";"Document Identification";",";;;;;;;
;;;;;;;;"[FILE UNIT]";;",";;;;;;;
;;;;;;;;"[FILE NO.]";"File Unit Number";".";;;;;;;
;;;;;;;;"[SECTION]";"Subgroup";",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";",";;;;;;;
;;;;;;;;"[REPOSITORY]";;".";;;;;;;
116;"National Government Records";"Original Materials (U.S.)";"Maps";"National Archives";"L";"ESM543";;"[FILE UNIT]";;".";"T";;"Quoted";;;;
;;;;;;;;"[DATE]";;".";"T";;;;;;
;;;;;;;;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";"T";;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";".";"T";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
116;"National Government Records";"Original Materials (U.S.)";"Maps";"National Archives";"F";"ESM543";;"[FILE UNIT]";;",";;;"Quoted";;;;
;;;;;;;;"[DATE]";;";";;;;;;;
;;;;;;;;"[SERIES]";;";";;;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";";";;;;;;;
;;;;;;;;"[REPOSITORY]";;",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
116;"National Government Records";"Original Materials (U.S.)";"Maps";"National Archives";"S";"ESM543";;"[FILE UNIT]";;",";;;"Quoted";;;;
;;;;;;;;"[DATE]";;",";;"YEAR";;;;;
;;;;;;;;"[SERIES]";;",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";",";;;;;;;
;;;;;;;;"[REPOSITORY]";;".";;;;;;;
117;"National Government Records";"Original Materials (U.S.)";"Photographs";"Library of Congress";"L";"ESM544";;"[SUBSERIES]";;".";"T";;;;;;
;;;;;;;;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[COLLECTION]";;".";"T";;;;;;
;;;;;;;;"[DIVISION]";"Library Division";",";"T";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
117;"National Government Records";"Original Materials (U.S.)";"Photographs";"Library of Congress";"F";"ESM544";;"[TITLE]";"Photograph Title";",";;;"Quoted";;;;
;;;;;;;;"[NUMBER]";"Photograph Number";",";;;;;;;
;;;;;;;;"[SUBSERIES]";;",";;;;;;;
;;;;;;;;"[SERIES]";;";";;;;;;;
;;;;;;;;"[COLLECTION]";;";";;;;;;;
;;;;;;;;"[DIVISION]";"Library Division";",";;;;;;;
;;;;;;;;"[REPOSITORY]";;",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
117;"National Government Records";"Original Materials (U.S.)";"Photographs";"Library of Congress";"S";"ESM544";;"[TITLE]";"Photograph Title";",";;;"Quoted";;;;
;;;;;;;;"[NUMBER]";"Photograph Number";",";;;;;;;
;;;;;;;;"[COLLECTION]";;",";;;;;;;
;;;;;;;;"[REPOSITORY]";;".";;;;;;;
118;"National Government Records";"Original Materials (U.S.)";"Railroad Retirement Board";;"L";"ESM545";;"[SUBJECT]";"File ID Name";".";"T";"SG";;;;;
;;;;;;;;"[TYPE]";"File Type";".";"T";;;;;;
;;;;;;;;"[FILE NO.]";;",";"T";;;;;;
;;;;;;;;"[YEAR]";"File Year";".";"T";;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";".";"T";;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";".";"T";;;;;;
;;;;;;;;"[REPOSITORY]";"Agency/Repository";",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
118;"National Government Records";"Original Materials (U.S.)";"Railroad Retirement Board";;"F";"ESM545";;"[SUBJECT]";"File ID Name";;;"GS";;;;;
;;;;;;;;"[TYPE]";"File Type";",";;;;;;;
;;;;;;;;"[FILE NO.]";;",";;;;;;;
;;;;;;;;"[YEAR]";"File Year";";";;;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";";";;;;;;;
;;;;;;;;"[REPOSITORY]";"Agency/Repository";",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
118;"National Government Records";"Original Materials (U.S.)";"Railroad Retirement Board";;"S";"ESM545";;"[SUBJECT]";"File ID Name";;;"GS";;;;;
;;;;;;;;"[TYPE]";"File Type";",";;;;;;;
;;;;;;;;"[FILE NO.]";;",";;;;;;;
;;;;;;;;"[YEAR]";"File Year";",";;;;;;;
;;;;;;;;"[REPOSITORY]";"Agency/Repository";".";;;;;;;
119;"National Government Records";"Original Materials (U.S.)";"Social Security Administration";;"L";"ESM546";;"[INSTITUTION]";"Agency";".";"A";;;;;;
;;;;;;;;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[REPOSITORY]";"Agency/Repository";",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
119;"National Government Records";"Original Materials (U.S.)";"Social Security Administration";;"F";"ESM546";;"[ITEM OF INTEREST]";"Name";",";;;;;;;
;;;;;;;;"[ID]";"Social Security No.";",";;;;;;;
;;;;;;;;"[DATE]";;",";;;;;;;
;;;;;;;;"[SERIES]";;",";;;;;;;
;;;;;;;;"[REPOSITORY]";"Agency/Repository";",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
119;"National Government Records";"Original Materials (U.S.)";"Social Security Administration";;"S";"ESM546";;"[ITEM OF INTEREST]";"Name";",";;;;;;;
;;;;;;;;"[ID]";"Social Security No.";",";;;;;;;
;;;;;;;;"[DATE]";;",";;"YEAR";;;;;
;;;;;;;;"[SERIES]";;",";;;;;;;
;;;;;;;;"[REPOSITORY]";"Agency/Repository";".";;;;;;;
120;"National Government Records";"Databases";"CD-ROM publication";;"L";"ESM547";;"[AUTHOR]";"Creator";".";"A";;;;;;
;;;;;;;;"[TITLE]";;".";"T";;"Italics";;;;
;;;;;;;;"[TYPE]";"Item Type";".";"P";;;;;;
;;;;;;;;"[PUBLICATION PLACE]";;":";"P";;;;;;
;;;;;;;;"[PUBLISHER]";;",";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
120;"National Government Records";"Databases";"CD-ROM publication";;"F";"ESM547";;"[AUTHOR]";"Creator";",";;;;;;;
;;;;;;;;"[TITLE]";;",";;;"Italics";;;;
;;;;;;;;"[TYPE]";"Item Type";;;;;;;;
;;;;;;;"(";"[PUBLICATION PLACE]";;":";;;;;;;
;;;;;;;;"[PUBLISHER]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";"),";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
120;"National Government Records";"Databases";"CD-ROM publication";;"S";"ESM547";;"[AUTHOR]";"Creator";",";;;;;;;
;;;;;;;;"[TITLE]";;",";;;"Italics";;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
121;"National Government Records";"Databases";"Online";"National Archives (Australia)";"L";"ESM548";;"[JURISDICTION]";"Country";".";"T";;;;;;
;;;;;;;;"[TITLE]";;".";"T";;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)] ";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
121;"National Government Records";"Databases";"Online";"National Archives (Australia)";"F";"ESM548";;"[TITLE]";;",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;";";;;;;;;
;;;;;;;;"[CREDIT LINE]";;".";;;;;;;
121;"National Government Records";"Databases";"Online";"National Archives (Australia)";"S";"ESM548";;"[TITLE]";;",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE]";;",";;;"Italics";;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
122;"National Government Records";"Databases";"Online";"National Archives (Canada)";"L";"ESM549";;"[JURISDICTION]";"Country";".";"T";;;;;;
;;;;;;;;"[CREATOR]";"Creator of Database";".";"T";;;;;;
;;;;;;;;"[TITLE]";"Database Title";".";"T";;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";".";"P";;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
122;"National Government Records";"Databases";"Online";"National Archives (Canada)";"F";"ESM549";;"[CREATOR]";"Creator of Database";",";;;;;;;
;;;;;;;;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;";";;;;;;;
;;;;;;;;"[CREDIT LINE]";;".";;;;;;;
122;"National Government Records";"Databases";"Online";"National Archives (Canada)";"S";"ESM549";;"[CREATOR]";"Creator of Database";",";;;;;;;
;;;;;;;;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE]";;",";;;"Italics";;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
123;"National Government Records";"Databases";"Online";"National Archives (U.K.)";"L";"ESM550";;"[JURISDICTION]";"Country";".";"T";;;;;;
;;;;;;;;"[CREATOR]";"Creator of Database";".";"T";;;;;;
;;;;;;;;"[TITLE]";"Database Title";".";"T";;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
123;"National Government Records";"Databases";"Online";"National Archives (U.K.)";"F";"ESM550";;"[CREATOR]";"Creator of Database";",";;;;;;;
;;;;;;;;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;";";;;;;;;
;;;;;;;;"[CREDIT LINE]";;".";;;;;;;
123;"National Government Records";"Databases";"Online";"National Archives (U.K.)";"S";"ESM550";;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE]";;",";;;"Italics";;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
124;"National Government Records";"Databases";"Online";"National Archives (U.S.)";"L";"ESM551";;"[TITLE]";"Database Title";".";"T";;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
124;"National Government Records";"Databases";"Online";"National Archives (U.S.)";"F";"ESM551";;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;",";;;;;;;
;;;;;;;;"[ID]";"Digital ID";";";;;;;;;
;;;;;;;;"[CREDIT LINE]";;".";;;;;;;
124;"National Government Records";"Databases";"Online";"National Archives (U.S.)";"S";"ESM551";;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE]";;",";;;"Italics";;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
125;"National Government Records";"Image Copies";"National Archives microfilm";"NARA Style citation";"L";"ESM552";;"[SERIES]";;;"T";;;;;;
;;;;;;;"(";"[ID]";"Microfilm ID";",";"P";;;;;;
;;;;;;;;"[NUMBER (TOTAL)]";"Total Rolls";").";"P";;;;;;
;;;;;;;;"[SECTION]";"Subgroup";".";"T";;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";"T";;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";".";"P";;;;;;
;;;;;;;;"[REPOSITORY]";;",";"P";;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";"P";"LOC";;;;;
125;"National Government Records";"Image Copies";"National Archives microfilm";"NARA Style citation";"F";"ESM552";;"[FILE UNIT]";;",";;;;;;;
;;;;;;;;"[DATE]";;";";;;;;;;
;;;;;;;;"[SERIES]";;;;;;;;;
;;;;;;;"(";"[ID]";"Microfilm ID";",";;;;;;;
;;;;;;;"roll ";"[ROLL]";;");";;;;;;;
;;;;;;;;"[SECTION]";"Subgroup";";";;;;;;;
;;;;;;;;"[TITLE]";"Record Group Title";",";;;;;;;
;;;;;;;;"[NUMBER]";"Record Group Number";";";;;;;;;
;;;;;;;;"[REPOSITORY]";;",";;;;;;;
;;;;;;;;"[REPOSITORY ADDRESS]";;".";;"LOC";;;;;
125;"National Government Records";"Image Copies";"National Archives microfilm";"NARA Style citation";"S";"ESM552";;"[FILE UNIT]";;",";;;;;;;
;;;;;;;;"[DATE]";;";";;;;;;;
;;;;;;;;"[SERIES]";;;;;;;;;
